time,t_hts_1,t_hts_2,t_hts_3,t_hts_4,t_lts_1,t_lts_0,t_fpsc,t_vtsc,t_amb,v_ppsc,v_pssc,b_ac,i_g
2020-05-27 05:34:00+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.1,9.1,50,0,0,4.425
2020-05-27 05:34:05+02:00,50.7,48.0,47.4,45.7,20.5,21.9,5.4,10.1,9.1,50,0,0,4.475
2020-05-27 05:34:10+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.1,9.1,0,0,0,4.45833
2020-05-27 05:34:15+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.1,9.1,0,0,0,4.475
2020-05-27 05:34:20+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.1,9.1,0,0,0,4.4833300000000005
2020-05-27 05:34:25+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.4833300000000005
2020-05-27 05:34:30+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.675
2020-05-27 05:34:35+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.66667
2020-05-27 05:34:40+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.2,0,0,0,4.74167
2020-05-27 05:34:45+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.2,0,0,0,4.75
2020-05-27 05:34:50+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.63333
2020-05-27 05:34:55+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.691669999999999
2020-05-27 05:35:00+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.691669999999999
2020-05-27 05:35:05+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.691669999999999
2020-05-27 05:35:10+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.71667
2020-05-27 05:35:15+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.3,10.1,9.1,0,0,0,4.7666699999999995
2020-05-27 05:35:20+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.1,9.1,0,0,0,4.816669999999999
2020-05-27 05:35:25+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.816669999999999
2020-05-27 05:35:30+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.75
2020-05-27 05:35:35+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.75833
2020-05-27 05:35:40+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.75833
2020-05-27 05:35:45+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.808330000000001
2020-05-27 05:35:50+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.2,0,0,0,4.86667
2020-05-27 05:35:55+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,10.0,9.1,0,0,0,4.933330000000001
2020-05-27 05:36:00+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,9.9,9.1,0,0,0,4.91667
2020-05-27 05:36:05+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,9.9,9.1,0,0,0,5.0
2020-05-27 05:36:10+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,9.9,9.1,0,0,0,4.99167
2020-05-27 05:36:15+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,9.9,9.1,0,0,0,5.125
2020-05-27 05:36:20+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.4,9.9,9.1,0,0,0,5.183330000000001
2020-05-27 05:36:25+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.9,9.1,0,0,0,5.24167
2020-05-27 05:36:30+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.9,9.1,0,0,0,5.3
2020-05-27 05:36:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.9,9.1,0,0,0,5.34167
2020-05-27 05:36:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.9,9.1,0,0,0,5.38333
2020-05-27 05:36:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.9,9.1,0,0,0,5.45
2020-05-27 05:36:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,5.575
2020-05-27 05:36:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,5.59167
2020-05-27 05:37:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.5,9.8,9.1,0,0,0,5.74167
